,Unnamed: 0,trn_loss,val_loss,val_rel_err,val_rel_err_o,val_rel_err_h
28,28.0,0.0002565897307573,0.0002283661230174,0.0124111974280459,0.0114863388908949,0.0124519454905392
29,29.0,0.0002444875030901,0.0002181002649911,0.0121643110689397,0.0115080553003611,0.0121932246699762
30,,0.0034589067131286094,0.0005406575437022577,0.01891039354727827,0.01792548786125897,0.018953786699836918
31,,0.0003120335559925077,0.0002476282139221854,0.012429315977315872,0.010663779801183876,0.012507103062514851
32,,0.0002478210158376612,0.000242492570106234,0.012628851724027553,0.010927615190122301,0.012703805906098781
33,,0.00024879739115084537,0.00026379453693992896,0.013627620908141284,0.011790646937596672,0.013708555275864174
34,,0.0002427712115954252,0.00021613069676236358,0.01206696422173603,0.01082245169538873,0.012121795453200485
35,,0.0002381281601149596,0.00020593644873792235,0.011666208271789425,0.010982996281825343,0.011696309482324257
36,,0.00025497321747817905,0.0002294896948595877,0.012470423744532978,0.012124231963961743,0.012485676135010995
37,,0.0002759601615370186,0.00023868930192204668,0.012805181729242955,0.01257888288846296,0.012815151931758409
38,,0.0002926002985412995,0.00021844167302263599,0.012173722720989624,0.011920943394331036,0.012184859603939039
39,,0.0002957179093401722,0.0001939905931459629,0.011410660100021092,0.011096124991691415,0.011424517887196997
40,,0.0002836038940622236,0.0001883637841828589,0.011305859751805376,0.010866416666728329,0.011325220759872575
41,,0.00027490723292820815,0.00018848855533530002,0.011386779624268976,0.010846790164750663,0.011410570904376967
42,,0.00026899019975584146,0.0001935255675689506,0.011669660417821491,0.010997492808476783,0.011699275003361613
43,,0.0002627398586189357,0.0002030587339119452,0.01212209198330584,0.011366731329588363,0.012155371945021098
44,,0.0002567824579465566,0.00021537725402985428,0.012667079009254269,0.01186174449036839,0.012702560936830018
45,,0.00025211542065157767,0.0002367217587370608,0.01352310178239044,0.012648585765182012,0.013561631664310415
46,,0.000248912295509333,0.00026776158929368285,0.014669507501735794,0.013770271350167142,0.014709126493522306
47,,0.00024817974450051095,0.00031895697297212557,0.016413678829104945,0.015541292121316325,0.016452115182681106
48,,0.0002528025231331931,0.00038489282283985665,0.0184382494234163,0.017604557080200128,0.018474981122952178
49,,0.00026340530400747005,0.0003863640200079379,0.018487189661408904,0.01768789797102119,0.018522405127376337
50,,0.00026801681575889055,0.0002492750286373211,0.014059884364555618,0.013108660195020511,0.014101793564583527
51,,0.0002498423631368834,0.00020758842855297268,0.012526062559117018,0.01146542031308711,0.012572792716097994
52,,0.00023470519503940274,0.00021172493912335324,0.012754133724655451,0.011743377718637985,0.012798666249053011
53,,0.00023178337026394383,0.00020620075888211174,0.012556313574013878,0.011522104275994285,0.012601879170142525
54,,0.00022643190009168118,0.00019883633757702098,0.012280836113614838,0.011192148905859478,0.012328802073294712
55,,0.00022092393720665426,0.0001935872983901807,0.012099524616377552,0.010997023965218794,0.012148099106731284
56,,0.0002163742384907252,0.00018972093736880182,0.011971579598446514,0.010858179661298087,0.012020634372371624
57,,0.0002120908100971512,0.00018546818420503135,0.011826930587253287,0.010718206069573659,0.011875779234029939
58,,0.00020853729037148213,0.00018166712175017444,0.011698262209404129,0.010592497321121714,0.011746980810522922
59,,0.00020478399931021573,0.0001790780242700222,0.011618491512782738,0.010514557602949861,0.01166712908133153
60,,0.00020122804230564636,0.00017554203477562264,0.011498783420602765,0.01040520980522286,0.01154696480333528
61,,0.00019803495576558433,0.00017180125676462125,0.011367518611261547,0.010278897702356746,0.011415481783324934
62,,0.00019541934350502874,0.0001691823162473923,0.011278879542367951,0.010172951480943042,0.011327605282856638
63,,0.0001925565963839074,0.00016745878735361465,0.011230965704418677,0.010121342983565675,0.011279854109373362
64,,0.00019012211419391385,0.00016452158857444422,0.01112263822917678,0.009988145160812697,0.01117262260795508
65,,0.00018750109437670355,0.00016239536497261264,0.011046793476389162,0.009891464444823096,0.011097695746026605
66,,0.00018569397927283251,0.00016036602790509013,0.010970541931370068,0.009792505582172126,0.011022444577138208
67,,0.00018397404901446314,0.0001595142145413947,0.010939816227765905,0.00973741760476269,0.010992792038904053
68,,0.0001822459014348128,0.00015870059651792653,0.010906823181535099,0.009690436900645883,0.01096041556459292
69,,0.0001809618289369737,0.00015734361633107006,0.010853658996693332,0.00964162663556058,0.01090705934253747
70,,0.00017975182908880758,0.00015727213922703566,0.01085634543852025,0.009659073911999888,0.010909095609771931
71,,0.00017803855350787993,0.00015675611054039487,0.010840627483178279,0.009678643390245305,0.010891822716989135
72,,0.00017683449145910974,0.00015465430428547656,0.010761164710207416,0.009630637421224771,0.010810974181063302
73,,0.0001752906649829462,0.00015509934680802274,0.010791253880525478,0.009684618597103067,0.010840010596006203
74,,0.00017355630427228128,0.00015471167593750692,0.010789963944485411,0.009699683254197821,0.010838000205451113
75,,0.0001719656892026147,0.00015204180641445087,0.010688312279530475,0.009591373317613413,0.010736642054340445
76,,0.00017037146694501932,0.000151567841432622,0.010680721394292738,0.009575609607369133,0.010729410978333223
77,,0.0001686295372491627,0.00015028029063460173,0.01064373055150789,0.009527159105900903,0.010692925116778234
78,,0.00016697209025790912,0.0001489502502018118,0.010603727660241773,0.009477919302488142,0.010653329170750707
79,,0.00016533929384567573,0.0001476722260185339,0.010563425511301894,0.00942892000778946,0.01061341014643929
80,,0.00016375502825116187,0.00014569457911312354,0.01049427517850855,0.009365178045908524,0.010544021784801958
81,,0.00016209054314897305,0.0001449414728880154,0.0104738482443289,0.009352688119854716,0.010523244708554758
82,,0.00016072524633055485,0.00014373850595431636,0.01043619263931065,0.009333963413542092,0.010484755237258263
83,,0.00015882593167661959,0.00014252337579821398,0.010406283897873746,0.009311441488573253,0.01045452098097128
84,,0.00015734451571701734,0.00014178213337609534,0.010387457044586141,0.009305757977373284,0.010435115273462196
85,,0.00015609529750101628,0.00014135544876672237,0.010382198695132655,0.009312515336990134,0.01042932764813535
86,,0.0001543313965648274,0.0001385600765710477,0.010276294945030759,0.009220878870768608,0.010322794814173177
87,,0.00015289550487366195,0.00013843407014775178,0.010284740089220026,0.009235846052513276,0.010330952815388162
88,,0.00015149635071041274,0.0001370591003428934,0.010235442389068363,0.009204428041352667,0.01028086729774971
89,,0.00015025259366670943,0.000136211060950299,0.010215529628093393,0.00919258678695724,0.010260599289465896
90,,0.00014839810513661336,0.00013478299954277332,0.010170620359175521,0.009145131171262382,0.010215802014830204
91,,0.00014741103308313884,0.00013456642892772027,0.010170686110664767,0.009164979094749124,0.010214995986609377
92,,0.0001459450586678019,0.00013335226181881117,0.010135988070891092,0.009132296239561128,0.010180209293356425
93,,0.00014446616263440027,0.00013118253440032635,0.010050667899615152,0.009057745402730811,0.010094414892394536
94,,0.00014349889770427042,0.00013148525888520313,0.010077318449153046,0.009086637911303068,0.010120966403022806
95,,0.00014212756854411554,0.0001300252864627853,0.010029278840507068,0.009036901157513325,0.010073001553077582
96,,0.0001406752835250167,0.00012990253959181653,0.010040113437973928,0.009034461213041372,0.010084421042484559
97,,0.00013944542025392314,0.0001284232977948048,0.009983321685304719,0.00897930078069874,0.010027557390326864
98,,0.00013837424650251626,0.00012853107890959336,0.010003015799107237,0.008990210559512433,0.010047638519757738
99,,0.00013687479148629127,0.00012691892337417623,0.009942192702062811,0.00893482434755608,0.009986575799708365
100,,0.00013614137476030536,0.00012763210331189826,0.009985609698327003,0.00897260802992552,0.010030241278378363
101,,0.00013459404934694505,0.0001254277585786438,0.009898669291368494,0.008893099387730048,0.009942973165392359
102,,0.0001336926988685652,0.00012574783655623135,0.009920396757186827,0.008921938151541476,0.009964387524949233
103,,0.00013251942636738765,0.00012437343497524443,0.009863332871252975,0.008883990388957153,0.009906481323857264
104,,0.0001316155694321249,0.0001242039042290936,0.00987490320373823,0.008891549301480959,0.009918228402659898
105,,0.0001303282504949213,0.00012348393864218193,0.00984972879586202,0.008871462486536513,0.009892829767181794
106,,0.00012964344070679425,0.0001234167121634117,0.009852317061970416,0.008885858597791646,0.00989489788126018
107,,0.00012833940589976434,0.0001219820958307857,0.009795604581423265,0.008845135099580771,0.00983748094554614
108,,0.00012748092737096354,0.0001221172304999953,0.009811119834666693,0.008875832209330092,0.00985232736194773
109,,0.00012649058846665013,0.00012097684867426456,0.009765195636620302,0.00885079513198274,0.009805482680581958
110,,0.00012552618686717046,0.00012170383769389321,0.009815061650246436,0.008901146608326868,0.009855327310164154
111,,0.0001247169457900558,0.0001206805331803401,0.00977300325961713,0.008884507863073895,0.009812149077755504
112,,0.00012369113026368845,0.00012060062611482515,0.009778156427935607,0.008907168319533127,0.009816530837301541
113,,0.00012303154792570089,0.00012038137278247767,0.00977138626595332,0.008928518529267727,0.009808521730489267
114,,0.00012208189273009716,0.00012007509387276953,0.009762665617146333,0.008948775538937947,0.009798524437053042
115,,0.00012134397796471242,0.00012024404962881429,0.009784666490518781,0.009003132189088775,0.009819099672083262
116,,0.00012003706956490983,0.00011964512419785412,0.009770170436745945,0.009009237956054744,0.009803696140596124
117,,0.0001192464475956675,0.0001191750022433167,0.009764918227208303,0.009021295911833985,0.009797681013315048
118,,0.00011806217942646545,0.00011853336364374959,0.009765460128189796,0.00902044860517949,0.009798284160447875
119,,0.00011668744204176581,0.00011817219839215548,0.009767312061685955,0.009047537185806002,0.009799024176201277
120,,0.00011607911389484056,0.00011792788102325591,0.009773056411980586,0.009077930605294205,0.009803682649409963
121,,0.00011510804214128521,0.00011758066724220946,0.009794786608254252,0.009097986143274072,0.00982548650157836
122,,0.00011404871446082238,0.00011736315119021641,0.009829251573727653,0.009126287778193952,0.009860222975008066
123,,0.00011284668503854723,0.00011690308999502454,0.009860815611417923,0.009131488737852878,0.009892948577498067
124,,0.00011222566390688005,0.00011846798028728635,0.00996633339269111,0.009199299221374533,0.01000012768119555
125,,0.00011348163791718822,0.0001192655424826033,0.009951379464827223,0.009158225619203543,0.009986324583960296
126,,0.00011733008026227964,0.00010491435727055033,0.00921061414658275,0.00830408390692244,0.009250554502973424
127,,0.0001192900404830331,0.00010044242263635474,0.008993384132701015,0.008253463894135728,0.009025984020212
128,,0.00011990259587562656,0.0001292204303116701,0.010315481680159567,0.010060853436265905,0.010326700058164651
129,,0.00012346185483425997,0.00015105202359538405,0.011243197058257633,0.01129055883439797,0.011241110143934764
130,,0.00012760272895384947,0.000147688619481792,0.011054204953563043,0.011181167960836699,0.01104861077311537
131,,0.00012841613739320067,0.00012026938579430064,0.00993460357438609,0.00998840776144516,0.009932232858995362
132,,0.0001226874142271195,9.579719877056287e-05,0.008856702301193951,0.008675357145566196,0.008864692140079605
133,,0.00011561718652703582,8.760497116903291e-05,0.00846083346645764,0.008173431105847064,0.008473495873683222
134,,0.00011204177369525635,8.606768101759074e-05,0.008383410165498642,0.008109920540384565,0.008395459840705841
135,,0.00011138973175737472,8.673164739520104e-05,0.008415938787201566,0.008172706853002495,0.008426655097174593
136,,0.000111469996486051,8.72197142406742e-05,0.008440196545019756,0.00824047904981269,0.008448995643174674
137,,0.00011115389136626456,8.731032368275297e-05,0.008453281585043972,0.008294140294157268,0.008460292905587552
138,,0.00011101403045286156,8.699312490714664e-05,0.008447335741695731,0.008318409332930488,0.008453016015784716
139,,0.00011056575193801711,8.480172592260492e-05,0.008338952790114334,0.008199356582941878,0.008345103014309031
140,,0.00010975276784532472,8.413452159950997e-05,0.008310280425586061,0.00816392427182168,0.008316728489684785
141,,0.00010904971057122864,8.224963873081843e-05,0.008210244487800162,0.008012087373911726,0.008218974760466215
142,,0.00010842705407448809,8.157742095716968e-05,0.008175968939943098,0.007908807410665148,0.008187739690390439
143,,0.00010781439469163496,8.047287612314805e-05,0.00812432808271492,0.007792722429186383,0.008138938012757493
144,,0.00010727588939008832,8.006848899487513e-05,0.008110756969676391,0.007706002913408503,0.00812858974033365
145,,0.00010661547148302289,7.915123825084394e-05,0.008074837463104754,0.00762436477702991,0.00809468462444283
146,,0.00010567959712706252,7.879066336900717e-05,0.008070861071380523,0.007567778459224118,0.008093025951639916
147,,0.00010525698849967229,7.944947666128011e-05,0.008120070502880246,0.00759740044395754,0.008143098408244296
148,,0.00010491806046232658,7.897321130854198e-05,0.008107438077255206,0.007544796474471975,0.008132227350047155
149,,0.00010429448052793014,7.91853647271673e-05,0.008139029800573159,0.007533153506909293,0.008165723723010087
150,,0.00010375056688033473,7.823563484135514e-05,0.008099218666200137,0.0074560448284256885,0.00812755602019881
151,,0.00010313177364643794,7.967032266376059e-05,0.008204010223723851,0.007535173998821136,0.008233478338147589
152,,0.00010265672135777264,7.99848961065082e-05,0.008235353411227853,0.007517592717592604,0.008266976820010524
153,,0.0001019514628155502,8.128976742312255e-05,0.008325002885147034,0.007542541424956886,0.008359477014303373
154,,0.00010173603598283842,8.412796371756512e-05,0.008499331303779209,0.007642061581231206,0.008537101291145457
155,,0.00010147089788609592,8.694223255852323e-05,0.008653868969890156,0.007692047618260239,0.00869624547271193
156,,0.0001018572522210239,9.250904473070355e-05,0.00894560688218565,0.007869997155325463,0.008992996719254149
157,,0.00010232573351929249,9.801725406454897e-05,0.009223334277042933,0.00812623616664798,0.009271670996932624
158,,0.00010339574911687579,9.921917879062064e-05,0.009291734355885792,0.008326349801038059,0.009334267861621486
159,,0.00010423957102973392,9.328046594399258e-05,0.0089987429766526,0.008246330102364044,0.009031893181402677
160,,0.00010312240955552313,8.748684584379866e-05,0.008689399265036939,0.008099309053278938,0.008715397658684537
161,,0.00010164419056621646,8.404402295903373e-05,0.00850445434008826,0.007997615660107144,0.008526784790505441
162,,0.00010010446216491932,8.304330751971646e-05,0.008458816588400723,0.008009149522912646,0.008478628198967834
163,,9.934454192994919e-05,8.258500451479936e-05,0.008434026323660738,0.00799480931901518,0.008453377557459986
