,trn_loss,val_loss,val_rel_err,val_rel_err_o,val_rel_err_h
0,1.000048342323126,0.7693396326332305,0.13268481466575063,0.12352480347656863,0.1330883909624257
1,0.6863331227515399,0.6616773084683664,0.11524446019458238,0.10360727728946713,0.11575717940436929
2,0.6566221008962972,0.6520782883538272,0.11284792025083351,0.10276618719525908,0.11329210723732394
3,0.6494945771414822,0.6461979207309668,0.1115022687413496,0.10106014356395877,0.11196233214370523
4,0.6411357141028852,0.6362949212884873,0.10800497994168679,0.09552690516106475,0.10855474596945898
5,0.6350725748046762,0.634386435585294,0.10702026419235325,0.09287012458512743,0.10764369930233633
6,0.6341067705550552,0.6338672565512234,0.1067954632468055,0.09253176626439281,0.10742390124382473
7,0.6336093326939313,0.6333852401817355,0.10651307782159411,0.09230302625277437,0.10713915196602491
8,0.6331791021922916,0.6329077975172029,0.10620314616338111,0.0926339469217249,0.10680098600237545
9,0.6326586898631068,0.6323373667290694,0.10587867741546347,0.09257945394338618,0.10646462145793238
10,0.6319297127522672,0.631610207652277,0.10563056362632336,0.09260546957400742,0.10620443172803667
11,0.6312251247682708,0.6308897027153445,0.10521782187759987,0.09181340555651765,0.10580840044448779
12,0.6304566043914658,0.6298058759848375,0.1048422001177527,0.09147331432681312,0.10543121436295566
13,0.6294376103684389,0.6289909126887171,0.10450229460289223,0.0912716776104869,0.10508521776519351
14,0.6287184608551707,0.628408113622695,0.1041523754753759,0.09094081741456873,0.10473445860665552
15,0.6282437857233509,0.6281009101010374,0.10394657735342722,0.0908817638725652,0.1045221947295209
16,0.6279623493672304,0.627798135208182,0.10372048809948872,0.09104218535813499,0.10427907545301977
17,0.6277553627598899,0.627659348952275,0.10362757528079494,0.09125660316901996,0.10417262306327194
18,0.6274574213861606,0.6273280980050453,0.10335897886172926,0.09085451199523574,0.10390990788217516
19,0.6272673401785281,0.6272179807703169,0.10331334804646065,0.09069216907283052,0.10386941794904211
20,0.6270768206014592,0.6269395280091273,0.10296551073033545,0.0907157185289406,0.10350521909787798
21,0.6269016251088075,0.6268364230594646,0.1028909592093035,0.09092000200282101,0.10341838151863178
22,0.6267717260052089,0.6266486862396056,0.10270320149271368,0.09061631740007944,0.10323573337141505
23,0.6266188563135789,0.626511669388042,0.10258140607568986,0.0906939755499326,0.1031051484356367
24,0.6264750593874814,0.6264073363905432,0.10241027115870173,0.09045217867989165,0.102937127076094
25,0.6263536353031449,0.6263232035291025,0.10231218820060178,0.09031525640404897,0.10284075630113935
26,0.6262807183877622,0.6262208751026918,0.10216229094419875,0.09025815559778609,0.10268677022800043
27,0.6262084736413122,0.626178472920079,0.10211899403600462,0.0902055895206578,0.10264388199777834
28,0.6261635395361633,0.6261248238620297,0.10203986016309416,0.09004140624017798,0.10256849519876095
29,0.6261015553985851,0.6261119697305333,0.10202375210484435,0.09002152754147454,0.10255255467002612
30,0.6260822889824056,0.6260348851460518,0.10187736822907702,0.08992855242982978,0.10240381547773542
31,0.6260471521366922,0.6260303385643506,0.1018609562397964,0.08999529405643093,0.10238374080982403
32,0.6260252023659651,0.6259893051453134,0.10179830644619221,0.08984792214037096,0.10232482281018693
33,0.6259987989125307,0.6260201606924904,0.10189189735548287,0.08983968503620783,0.10242290016995848
34,0.6259786003284844,0.625945729161373,0.10172275840885064,0.08967680383822375,0.10225348429083454
35,0.6259462621665784,0.6259337437869744,0.10172785889710688,0.0896799799241934,0.10225867196427911
36,0.6259266313232403,0.6259161354367657,0.10166177091229724,0.08974615347289329,0.10218675811044636
37,0.6259249068533347,0.6258936693634369,0.10163885881571169,0.08961136449735799,0.10216877302784248
38,0.6258975234152881,0.6258857775310959,0.10162653448839624,0.08961056535907658,0.10215594035660489
39,0.6258714874560835,0.6259217212751499,0.10177883924772041,0.08978615068384231,0.10230721930539616
40,0.6258708444428015,0.6258343189899329,0.10154484877084548,0.08946726895217487,0.10207696998536919
