,trn_loss,val_loss,val_rel_err,val_rel_err_o,val_rel_err_h
0,0.021016920508524682,0.01159288053344808,0.08903910576724444,0.08223233377977845,0.08933900190911083
1,0.007620670943840257,0.004770998501779497,0.060247046213599366,0.05435162453559416,0.060506789476806454
2,0.0035078546402702235,0.0024326784645657008,0.04000461098760533,0.042227572191596695,0.03990666956513178
3,0.002428353137653656,0.002031229404208319,0.0359897086973044,0.037940309872020496,0.03590376673512258
4,0.0018572451608712794,0.0017081086282916852,0.03281182831329953,0.036206922515238285,0.03266224442009444
5,0.0018160829165521997,0.0015642553761599138,0.031656815333815,0.03438767814582649,0.03153649644356889
6,0.001530880495468218,0.0015062025890518753,0.03082488787747915,0.032789994684791095,0.03073830756613429
7,0.0015818839771494094,0.0013357889793047615,0.02969452520394761,0.03342605930720141,0.029530118112738132
8,0.0013069248039700363,0.001176728677539812,0.027309658966602854,0.02810937708725267,0.02727442419171444
9,0.0011233711064956569,0.0010923169404170108,0.026417758636827878,0.029034679359482153,0.026302460126084566
10,0.0010260687942873,0.0009414873345234239,0.024265069788193674,0.024907733425174675,0.024236754588759693
11,0.0009393800400493127,0.0008621769142409316,0.023240493422273665,0.022735268333713164,0.023262752579168287
12,0.000863261055201292,0.0008268182607115318,0.022834998276604308,0.020525819846583093,0.02293673699510371
13,0.0008610462089200831,0.0008648934004229585,0.02390472284793595,0.020052015868010392,0.024074468218940277
14,0.0008069068941943606,0.0007092332831839122,0.021431437694113667,0.019224226557905455,0.021528684077420666
15,0.0007157689683969027,0.000636796150165994,0.020421559680472674,0.017918066803529923,0.020531860299717913
16,0.0006355692337885481,0.0005802643092456566,0.01972751731777036,0.01746275577918203,0.019827299433202012
17,0.0005770899225932864,0.0005183050241012424,0.018873047178307456,0.01679354604802476,0.018964667156135453
18,0.000497574134297774,0.0004311190963809662,0.017293089505352,0.015115312091608966,0.01738903954306413
19,0.00044161005503390045,0.0005719138082230587,0.021273389075272438,0.021381089941905067,0.021268643789866364
20,0.0004166751739197172,0.0003903168060356937,0.01723427973198026,0.016430738439202605,0.01726968220728972
21,0.0003435328453644978,0.0003009571254699995,0.014885284784333682,0.012560664983298825,0.01498770446592211
22,0.00028200577243715666,0.0003682716847908373,0.01730463162447936,0.01722836193858986,0.017307991312062673
23,0.00023891029583216026,0.0002447219500067729,0.013556077213171506,0.01193814871743811,0.013627360656312438
24,0.00021381041524245854,0.0001818498041393017,0.011275148063653276,0.01030017306793756,0.011318104056397802
25,0.00019142664991882418,0.00022063415904562014,0.013039292727226953,0.01252020403260096,0.013062162996285352
26,0.0001819349944612308,0.00015539466973592776,0.01062790201243616,0.009012512241993087,0.010699073788672409
